"Rk▲","Team","FG","FGA","FG%","3P","3PA","3P%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","Year","Num_Teams"
NA,"Los Angeles Clippers",41.3,87.4,0.473,0.8,2.8,0.279,25.2,32.7,0.77,14.1,27.5,41.7,24,8.5,6.1,18.4,23.5,108.6,1986,23
NA,"Atlanta Hawks*",42,85.7,0.49,0.4,2,0.199,24.1,33,0.732,15.2,29.3,44.6,24.7,9,5.3,18.1,26.5,108.6,1986,23
NA,"Utah Jazz*",42.1,86.4,0.488,0.4,2.1,0.207,23.5,32.9,0.716,13,30.2,43.3,26.8,8.7,8.1,18.5,24.9,108.2,1986,23
NA,"Cleveland Cavaliers",42.4,88.3,0.48,1.6,4.8,0.338,21.3,28.4,0.752,13.2,29.9,43.2,25.2,7.6,5.3,17.2,27.6,107.8,1986,23
NA,"Seattle SuperSonics",40.7,86.1,0.472,1,3.7,0.263,22.1,28.4,0.779,14,27.5,41.5,24.1,9.1,3.6,17.5,26.4,104.4,1986,23
NA,"Indiana Pacers",42,87.2,0.481,0.3,1.7,0.161,19.7,26.6,0.739,13.9,31.9,45.7,26.3,8,4.6,18.5,26,103.9,1986,23
NA,"Washington Bullets*",40.4,87.2,0.463,1.4,5,0.284,20.8,27.9,0.745,13,29.7,42.7,21.3,7.6,8.7,16.4,21.9,103,1986,23
NA,"New York Knicks",39.5,85.8,0.46,1,2.9,0.343,18.7,27.3,0.686,13.2,26.5,39.6,22.9,8.7,3.8,17.5,27,98.7,1986,23
NA,"League Average",43.2,88.6,0.487,0.9,3.3,0.282,22.9,30.3,0.756,14.1,29.4,43.6,26,8.8,5.3,17.8,25.2,110.2,1986,23
NA,"Portland Trail Blazers*",44.5,88.4,0.504,1.2,4.1,0.289,27.7,35.7,0.775,14.4,29.4,43.8,28.8,9.4,4.7,18.9,25.4,117.9,1987,23
NA,"Los Angeles Lakers*",45.6,88.4,0.516,2,5.5,0.367,24.5,31.1,0.789,13.7,30.7,44.4,29.6,8.9,5.9,16.6,22.6,117.8,1987,23
NA,"Dallas Mavericks*",43.8,89.9,0.487,2.8,8,0.354,26.2,33.1,0.791,14.9,30.4,45.3,24.6,8.4,5.2,14.7,22.8,116.7,1987,23
NA,"Denver Nuggets*",45.7,97,0.471,1.3,4.8,0.271,24.1,31.3,0.769,15.8,28.9,44.7,28.3,9.2,5.1,14.8,26.6,116.7,1987,23
NA,"Seattle SuperSonics*",43.8,90.9,0.482,2.3,7,0.335,23.8,31.4,0.758,16.7,29.2,46,26.6,8.6,5.5,18.4,27.1,113.7,1987,23
NA,"Boston Celtics*",44.5,86,0.517,2.5,6.9,0.366,21.2,26.3,0.808,11.4,31.5,42.9,29.5,6.8,6.4,15.9,20.9,112.6,1987,23
NA,"Golden State Warriors*",43.3,90.4,0.479,1.4,4.4,0.319,24,30.8,0.78,14.5,28.7,43.2,25.4,8.7,3.9,16.5,26.1,112,1987,23
NA,"Detroit Pistons*",43.2,88.3,0.49,0.5,2.1,0.231,24.3,31.7,0.765,15.2,32.3,47.5,24.6,7.8,5.3,17.3,25.3,111.2,1987,23
NA,"Phoenix Suns",43.6,87.7,0.497,0.7,3.1,0.242,23.2,30.5,0.76,13.6,28.9,42.4,28.7,8.6,4.8,18.3,25,111.1,1987,23
NA,"Sacramento Kings",43,90.4,0.475,0.9,3.7,0.251,24.1,30.2,0.796,15.6,29.8,45.4,26.6,6.3,4.8,17.1,24.5,110.9,1987,23
NA,"Milwaukee Bucks*",42.2,88.8,0.475,2.3,7,0.323,23.8,31.1,0.766,13.6,28.3,42,24.9,10.3,4.8,15.4,26.6,110.4,1987,23
NA,"Atlanta Hawks*",41.9,87.1,0.481,1.6,5.2,0.318,24.6,32.5,0.759,16.5,30.2,46.7,25.3,8.5,6.2,15.6,26.2,110,1987,23
NA,"New Jersey Nets",41.1,86.4,0.476,1.8,5.5,0.323,24.4,31.8,0.767,14.3,29.4,43.6,24.3,7.8,4.8,19.7,28.7,108.5,1987,23
NA,"San Antonio Spurs",43.1,90.9,0.474,1.4,4.9,0.29,20.7,28,0.742,15.7,28.6,44.3,27.1,9.6,4,17.1,23.5,108.3,1987,23
NA,"Utah Jazz*",42.5,91.6,0.464,1.7,5.5,0.31,21.2,29.1,0.726,14.6,30,44.5,27.3,10.2,7.7,17.1,24.9,107.9,1987,23
NA,"Houston Rockets*",42.3,88.6,0.477,1.1,4,0.275,21.3,28.7,0.741,14.5,30.3,44.8,27.2,8,6.8,16.9,24.1,106.9,1987,23
NA,"Philadelphia 76ers*",40.7,82.8,0.491,1.1,4.1,0.259,24,31.9,0.753,14.4,28.4,42.7,23.7,9.4,6.6,18.5,21.6,106.5,1987,23
NA,"Indiana Pacers*",42.1,89.3,0.472,1.1,3.9,0.297,20.7,26.5,0.782,13.8,30,43.9,26.5,8.5,3.8,15.6,25.6,106.1,1987,23
NA,"Washington Bullets*",40.9,90.2,0.454,0.5,2.7,0.197,23.6,30.9,0.765,15.9,28.2,44.1,21.3,9.2,8.4,15.9,21.6,106,1987,23
NA,"Chicago Bulls*",41.2,87.3,0.473,1,3.6,0.261,21.4,27.5,0.778,15.2,29.3,44.5,26.1,8.3,5.3,15.3,23.4,104.8,1987,23
NA,"Los Angeles Clippers",40.4,89.4,0.452,1,4.2,0.224,22.8,30.7,0.742,15,26.1,41.1,24,9.2,5.3,18.2,24.4,104.5,1987,23
NA,"Cleveland Cavaliers",40.8,86.9,0.47,1,4.1,0.24,21.7,31.1,0.697,15.3,29.5,44.8,23.3,8.2,6.8,19.7,22.6,104.4,1987,23
NA,"New York Knicks",40.6,85.6,0.474,1.5,4.6,0.333,21,28.8,0.73,13.5,26.4,39.9,23.7,8.6,4.8,17.3,24.7,103.8,1987,23
NA,"League Average",42.6,88.8,0.48,1.4,4.7,0.301,23.2,30.5,0.763,14.7,29.3,44,26,8.6,5.5,17,24.5,109.9,1987,23
NA,"Denver Nuggets*",46,97.1,0.474,2.3,6.9,0.342,22.5,27.9,0.804,14.2,29.8,44,28,10.1,4.9,14.5,24.2,116.7,1988,23
NA,"Portland Trail Blazers*",44.6,91,0.491,1.4,4.6,0.308,25.4,32.9,0.77,15.3,30.4,45.6,28.1,8.9,4.2,16.5,25.5,116.1,1988,23
NA,"Boston Celtics*",43.9,84.2,0.521,3.3,8.6,0.384,22.5,28,0.803,11.3,29.8,41.1,29.9,7.6,5.1,15.9,22,113.6,1988,23
NA,"San Antonio Spurs*",45.2,92.2,0.49,1.6,5,0.323,21.6,29.4,0.733,14.4,28.5,42.9,28.6,9,5.7,17.3,24.3,113.6,1988,23
NA,"Los Angeles Lakers*",43.6,86.3,0.505,1.7,5.8,0.297,23.9,30.2,0.789,13.1,30.4,43.5,28.6,8.2,4.9,16.1,20.9,112.8,1988,23
NA,"Seattle SuperSonics*",43.2,90.8,0.476,2.7,7.8,0.346,22.3,29.8,0.748,16,28.2,44.2,26.2,9.5,5.5,16.8,29,111.4,1988,23
NA,"Dallas Mavericks*",41.6,87.7,0.475,1.9,6.4,0.293,24.1,30.6,0.789,16.4,30.4,46.8,24.2,7.9,5.4,15.3,21.1,109.3,1988,23
NA,"Detroit Pistons*",42.2,85.6,0.493,0.7,2.5,0.287,24.1,31.9,0.757,14.4,30.3,44.7,24.5,7.2,4.8,16.4,23.9,109.2,1988,23
NA,"Houston Rockets*",42.3,89.7,0.471,0.8,3.5,0.237,23.6,30.3,0.78,15.1,30.9,46,23.6,8.7,6.1,16.7,22.7,109,1988,23
NA,"Utah Jazz*",42.5,86.5,0.491,1.6,4.9,0.319,22,29.3,0.75,13,31.1,44.1,29.4,9.4,7.6,18.1,24.2,108.5,1988,23
NA,"Phoenix Suns",43.3,89,0.486,1.4,4.4,0.331,20.5,26.8,0.764,13.6,29,42.6,28.4,8.2,4.3,17.2,24.9,108.5,1988,23
NA,"Sacramento Kings",42.2,89.5,0.471,1.8,5.5,0.32,21.9,28.3,0.772,15,30,45,25.8,7.1,6,17.8,23.1,108,1988,23
NA,"Atlanta Hawks*",42,86.6,0.485,1,3.4,0.301,22.8,29.8,0.767,15,29,44,25.1,7.7,6.5,14.9,25,107.9,1988,23
NA,"Golden State Warriors",42.2,90.3,0.468,1.1,3.8,0.292,21.4,26.9,0.796,13.9,27.5,41.4,24.5,9,3.5,17,26.3,107,1988,23
NA,"Milwaukee Bucks*",41,86.3,0.475,1.6,5,0.324,22.3,28.8,0.775,13.6,28.5,42.1,26.8,8.2,4.6,15.5,24.3,106.1,1988,23
NA,"Philadelphia 76ers",39.2,82.7,0.474,1.9,5.7,0.323,25.5,33.3,0.764,14.9,28.1,43,23.1,8.2,5.7,17.5,22.8,105.7,1988,23
NA,"Washington Bullets*",40.9,87.4,0.468,0.4,1.7,0.21,23.3,30.2,0.773,15,28,43,22.9,8.5,6.1,16.9,23.4,105.5,1988,23
NA,"New York Knicks*",41,88.2,0.465,2.2,6.9,0.316,21.3,28.1,0.759,15.7,26.8,42.4,24.5,9.6,5.4,18.5,28.8,105.5,1988,23
NA,"Chicago Bulls*",41.9,85.5,0.49,0.7,3,0.23,20.5,27.1,0.759,14.3,30,44.3,26.2,8.7,5.8,15.4,22.5,105,1988,23
NA,"Indiana Pacers",41.9,87.2,0.48,2,5.9,0.336,18.9,24.2,0.78,13.1,30,43.1,24.1,7.5,4.2,16.1,24.9,104.6,1988,23
NA,"Cleveland Cavaliers*",40.4,82.4,0.49,1.5,4.1,0.378,22.1,29.7,0.744,12.4,27.9,40.3,25.2,8.9,6.4,17.5,22.4,104.5,1988,23
NA,"New Jersey Nets",39.1,83.6,0.468,1.7,5.5,0.301,20.5,28.1,0.729,13.1,27.6,40.7,21.9,8.9,4.7,18.3,24.9,100.4,1988,23
NA,"Los Angeles Clippers",38.9,87.7,0.443,1,3.9,0.249,20,28.1,0.713,14.5,28.7,43.2,23,8.8,6.3,18.7,23.3,98.8,1988,23
NA,"League Average",42.1,87.7,0.48,1.6,5,0.316,22.3,29.1,0.766,14.2,29.2,43.4,25.8,8.5,5.4,16.7,24.1,108.2,1988,23
NA,"Phoenix Suns*",45.8,92,0.498,2,5.9,0.349,25,31.6,0.791,13.4,31.9,45.3,27.8,8.5,5.1,15.6,23.6,118.6,1989,25
NA,"Denver Nuggets*",46.5,99.3,0.468,2.8,8.2,0.337,22.2,28.2,0.787,14.7,30.6,45.4,27.8,9.9,5.3,14.9,25.5,118,1989,25
NA,"New York Knicks*",45.1,92.8,0.486,4.7,14,0.337,21.7,28.9,0.752,16.1,27.6,43.7,25.4,11,5.4,19.2,25,116.7,1989,25
NA,"Golden State Warriors*",45.5,97.3,0.468,2.4,7.7,0.308,23.2,29.1,0.799,16.1,31.2,47.4,24.5,10.1,7.8,18.1,23.7,116.6,1989,25
NA,"Los Angeles Lakers*",43.7,87.1,0.502,2.8,8.1,0.34,24.5,30.6,0.802,13.3,31.9,45.2,27.8,8.8,5.1,16.4,20.4,114.7,1989,25
NA,"Portland Trail Blazers*",45.1,95.1,0.474,2.6,7.9,0.335,21.8,29.5,0.74,16.9,29,45.9,27,10.1,4.7,17.5,24.7,114.6,1989,25
NA,"Seattle SuperSonics*",43.5,91.2,0.477,3.6,9.4,0.379,21.6,29,0.746,17,27.3,44.3,25.4,10.5,6,17.1,24.7,112.1,1989,25
NA,"Philadelphia 76ers*",42.7,87.8,0.486,2.5,7.9,0.316,24,30.5,0.787,13.9,28.7,42.7,25.7,8.4,4.3,14.8,21,111.9,1989,25
NA,"Atlanta Hawks*",41.6,88.2,0.472,1.3,4.8,0.277,26.4,33,0.8,16.7,28.2,45,24.3,10,5.8,16,22.9,111,1989,25
NA,"Boston Celtics*",42.9,87.1,0.493,1,3.8,0.252,22.4,28.6,0.783,14.4,29.8,44.2,26.7,7.8,5.1,16.3,22.9,109.2,1989,25
NA,"Milwaukee Bucks*",41.5,87.4,0.474,2.2,6.9,0.316,23.8,29,0.821,13.8,27.7,41.5,25.3,10,3.9,15.9,23.8,108.9,1989,25
NA,"Cleveland Cavaliers*",42.3,84.2,0.502,2.1,5.8,0.359,22.2,29.7,0.747,12.6,30.2,42.8,27.6,9.6,7.1,16.1,19.4,108.8,1989,25
NA,"Houston Rockets*",41.6,87.8,0.474,2,6.4,0.314,23.3,30.8,0.755,14.8,31.1,45.9,24.6,9.6,6.1,19.1,24.7,108.5,1989,25
NA,"Washington Bullets",42.9,92.6,0.464,0.6,3,0.214,21.8,28.3,0.772,15.3,28.7,44,25,8.5,4,15.7,25,108.3,1989,25
NA,"Indiana Pacers",41.3,84.7,0.487,2.5,7.5,0.328,21.9,27.7,0.789,13,30.5,43.4,24.5,6.9,5.1,18.9,25.7,106.9,1989,25
NA,"Detroit Pistons*",41.4,83.9,0.494,1.5,4.9,0.3,22.3,29,0.769,14.1,31,45.1,24.7,6.4,5,16.3,23.6,106.6,1989,25
NA,"Chicago Bulls*",42,85,0.495,2.1,6.5,0.328,20.2,25.7,0.786,12.4,29.9,42.3,27,8.8,4.6,16.2,22.6,106.4,1989,25
NA,"Los Angeles Clippers",43,90.6,0.475,0.7,2.9,0.231,19.6,27.1,0.723,14.1,29.1,43.2,26.9,9.9,6.5,20.3,23.6,106.2,1989,25
NA,"Sacramento Kings",41,89.6,0.457,3.7,10,0.373,19.8,25.7,0.77,13.9,29.9,43.8,24,7.6,5,16.7,22.9,105.5,1989,25
NA,"San Antonio Spurs",42.3,90.4,0.468,0.8,3.6,0.215,20.1,28.9,0.698,15.8,26.6,42.4,24.8,11.7,5.2,20.9,26.3,105.5,1989,25
NA,"Utah Jazz*",38.8,80.4,0.482,1.4,4.6,0.3,25.7,33.4,0.77,12.8,31.8,44.6,25.7,8.8,7.1,18.7,23.1,104.7,1989,25
NA,"Charlotte Hornets",41.8,90.6,0.461,1.6,5.2,0.312,19.3,25.1,0.767,13.9,26.8,40.7,28.3,8.6,3.2,16.1,25.2,104.5,1989,25
NA,"New Jersey Nets",40.6,88.1,0.461,2.3,6.9,0.329,20.2,27.6,0.731,14.7,29.5,44.2,21.9,9.4,5.3,17.7,24,103.7,1989,25
NA,"Dallas Mavericks",39.6,84.4,0.469,2.6,8.3,0.31,21.8,27.6,0.789,12.8,29.2,42,22.8,7.1,5.8,15,21.2,103.5,1989,25
NA,"Miami Heat",39.3,86.8,0.453,1.2,3.6,0.326,18,25.6,0.702,16,27,42.9,23.9,9.1,5,21.1,25.9,97.8,1989,25
NA,"League Average",42.5,89,0.477,2.1,6.6,0.323,22.1,28.8,0.768,14.5,29.4,43.9,25.6,9.1,5.3,17.2,23.7,109.2,1989,25
NA,"Golden State Warriors",42.5,87.9,0.484,3,9.1,0.324,28.2,34.9,0.809,11.2,29.1,40.2,24.1,9.2,6,17.3,24.5,116.3,1990,27
NA,"Phoenix Suns*",43.2,87.1,0.496,2.1,6.6,0.324,26.3,33.1,0.795,12.8,32.3,45.2,25.7,8.1,6.1,15.5,22.3,114.9,1990,27
NA,"Denver Nuggets*",45.3,97.7,0.464,2.8,8.3,0.337,21.2,26.8,0.789,14.3,30.9,45.1,27.7,9.9,4,13.9,25,114.6,1990,27
NA,"Portland Trail Blazers*",43.6,92,0.473,2.3,6.9,0.336,24.8,33.3,0.743,16.5,31.1,47.6,25.4,9.1,4.4,16.5,25,114.2,1990,27
NA,"Orlando Magic",42.2,91.8,0.459,1.4,4.8,0.295,25.1,33.2,0.756,15.9,30.1,46,24.3,7.5,3.6,17.2,24.1,110.9,1990,27
NA,"Los Angeles Lakers*",41.9,85.5,0.49,3.8,10.3,0.367,23.2,29.5,0.787,13.4,30,43.4,27.2,8,5.4,15,21.2,110.7,1990,27
NA,"Philadelphia 76ers*",41.9,85.7,0.489,2.3,6.6,0.348,24.1,30.6,0.788,13.5,29.3,42.9,23.6,8.4,4.5,14.7,20.7,110.2,1990,27
NA,"Boston Celtics*",43.5,87.2,0.498,1.3,4.9,0.262,21.8,26.3,0.832,13,33,46,29.5,6.6,5.5,15.3,20.9,110,1990,27
NA,"Chicago Bulls*",43.1,86.5,0.498,3,8.2,0.374,20.3,26.1,0.778,13.1,27.8,40.9,26.5,9.9,4.7,15.2,23.2,109.5,1990,27
NA,"Indiana Pacers*",41.2,83,0.497,3.6,9.4,0.382,23.2,28.5,0.816,11.5,29.1,40.6,24.7,6.7,4.3,16.4,24,109.3,1990,27
NA,"Atlanta Hawks",41.7,85.6,0.487,1.5,5,0.302,23.7,31,0.764,15.5,26.7,42.2,22.2,8.7,4.3,15.5,22.8,108.5,1990,27
NA,"New York Knicks*",41.9,86.5,0.484,2.9,8.7,0.332,21.6,28.6,0.756,14.5,29.6,44.1,26.1,8.7,6,17.2,22.3,108.3,1990,27
NA,"Washington Bullets",43.9,92.5,0.475,0.5,2.4,0.188,19.5,25.5,0.764,14.6,29.9,44.5,27,6.8,5.2,14.6,23.5,107.7,1990,27
NA,"Seattle SuperSonics",42.3,88.3,0.479,2.8,7.9,0.355,19.6,26.4,0.741,16.1,27.5,43.6,22.9,8.5,4.1,16.3,25.2,106.9,1990,27
NA,"Utah Jazz*",40.6,80.4,0.505,2.8,7.7,0.359,22.9,30.3,0.754,11.6,30.5,42.1,27,8.3,6,17.2,24.8,106.8,1990,27
NA,"Houston Rockets*",42.5,88.4,0.48,1.9,6,0.312,19.9,27.6,0.72,14.8,32.2,47,26.8,9.9,6.7,18.5,23.6,106.7,1990,27
NA,"San Antonio Spurs*",41.3,85.3,0.484,0.7,2.8,0.239,23,30.9,0.745,14.2,30.2,44.4,24.8,9.7,6.8,17.1,22.6,106.3,1990,27
NA,"Milwaukee Bucks*",41.2,87.1,0.473,2.5,8.2,0.312,21,27.7,0.758,13.5,27.4,40.9,25,10.1,4,16,25.4,106,1990,27
NA,"Detroit Pistons*",40.6,85.1,0.478,2.2,6.6,0.327,20.9,27.5,0.761,14.5,30,44.4,24.3,6.2,5.1,15,23.9,104.3,1990,27
NA,"Los Angeles Clippers",40.5,83.6,0.484,0.7,2.8,0.243,22.1,30,0.738,12.9,28.8,41.7,24.1,9.5,6.2,18.9,22.7,103.8,1990,27
NA,"Cleveland Cavaliers*",39.2,85.1,0.461,4.2,10.4,0.407,20,26.8,0.744,13.8,29,42.8,25.7,7.9,6.2,15.2,20.3,102.6,1990,27
NA,"Dallas Mavericks*",39.6,83.3,0.475,1.9,5.9,0.323,21.2,27.6,0.767,12.7,29.5,42.2,21.7,8.1,4.9,15,21.1,102.2,1990,27
NA,"Sacramento Kings",40.3,86,0.468,2.6,7.9,0.333,18.5,24,0.771,11.6,28.8,40.4,25,6.7,4.8,15.1,22.7,101.7,1990,27
NA,"Miami Heat",41.3,89.6,0.461,1.1,3.7,0.293,17,24.7,0.687,15.1,28.2,43.4,23.9,9,4.7,19,25.9,100.6,1990,27
NA,"Charlotte Hornets",39.9,87.6,0.455,2.5,7.5,0.336,18.1,24,0.756,11.7,27,38.7,25.4,9.5,3.2,15,23,100.4,1990,27
NA,"New Jersey Nets",38.5,90.4,0.426,1.7,6.2,0.277,21.4,28.7,0.746,16.6,28.3,45,18,9.4,5.9,16.6,23.8,100.1,1990,27
NA,"Minnesota Timberwolves",37.4,83.9,0.446,0.9,3.6,0.248,19.5,26.1,0.747,14.6,25,39.6,22.5,9.6,4.2,14.6,23.2,95.2,1990,27
NA,"League Average",41.5,87.2,0.476,2.2,6.6,0.331,21.8,28.5,0.764,13.8,29.3,43.1,24.9,8.5,5.1,16.1,23.3,107,1990,27
NA,"Denver Nuggets",47.6,108.1,0.44,3.7,12.9,0.283,21,27.6,0.763,18.5,30.9,49.4,24.5,10.4,5,16.2,27.3,119.9,1991,27
NA,"Golden State Warriors*",43.5,89.6,0.485,3.3,9.8,0.337,26.4,33.7,0.783,13.6,28.1,41.7,23.8,9.8,4.6,16.6,26.9,116.6,1991,27
NA,"Portland Trail Blazers*",43.6,89.9,0.485,4.2,11,0.377,23.3,31,0.753,14.7,31.2,45.9,27.5,8.8,5,16,24.1,114.7,1991,27
NA,"Phoenix Suns*",43.6,87.8,0.496,1.7,5.3,0.319,25.2,32.7,0.77,13.8,31.7,45.5,26.9,8.4,6.5,15.9,22.6,114,1991,27
NA,"Indiana Pacers*",42.1,85.3,0.493,3,9.1,0.332,24.5,30.2,0.811,12.4,29,41.4,26.6,8,4.4,16.5,25.5,111.7,1991,27
NA,"Boston Celtics*",45.1,88,0.512,1.3,4.2,0.315,20.1,24.4,0.824,13.3,32.9,46.2,26.3,8.2,6.9,16.1,20.7,111.5,1991,27
NA,"Chicago Bulls*",44.3,86.9,0.51,1.9,5.2,0.366,19.6,25.7,0.76,14,28.6,42.6,27,10,5.3,14.4,21.4,110,1991,27
NA,"Atlanta Hawks*",40.8,88.1,0.464,3.3,10.2,0.324,24.8,31,0.8,15.1,29.5,44.6,22.7,8.9,4.6,15,21.6,109.8,1991,27
NA,"San Antonio Spurs*",41.6,85.2,0.488,1,3.6,0.273,23,30,0.766,13.8,32.4,46.2,26.1,8.2,7,17.6,23.1,107.1,1991,27
NA,"Houston Rockets*",41.5,88.9,0.467,3.9,12.1,0.32,19.9,26.8,0.741,15.5,30.6,46.1,23.2,9.7,5,17.1,22.9,106.7,1991,27
NA,"Seattle SuperSonics*",42.7,86.8,0.492,1.7,5.2,0.319,19.6,26.1,0.75,14.9,26.5,41.4,24.9,10.5,4.6,17.1,24.1,106.6,1991,27
NA,"Milwaukee Bucks*",40.7,84.7,0.48,3.1,9.2,0.341,21.9,27.3,0.801,13.2,26.4,39.5,25.3,10.9,4,16.1,24.8,106.4,1991,27
NA,"Los Angeles Lakers*",40.8,84.3,0.484,2.8,9.1,0.304,22,27.6,0.798,13.1,29.8,42.9,25.5,7.8,4.7,14.7,18.6,106.3,1991,27
NA,"Orlando Magic",40.2,88.5,0.455,3.3,9.2,0.358,22.2,29.8,0.743,15,29.6,44.7,22.1,7.3,3.7,17,24.1,105.9,1991,27
NA,"Philadelphia 76ers*",40.1,84.5,0.475,2.4,7.5,0.316,22.8,28.9,0.79,12,30.4,42.4,22.2,8.3,5.8,15,19.9,105.4,1991,27
NA,"Utah Jazz*",39.2,79.7,0.492,1.8,5.6,0.323,23.8,30.1,0.789,10.6,30.2,40.7,27,8,5.5,15.9,21.9,104,1991,27
NA,"Los Angeles Clippers",41.4,89.2,0.464,1.4,5.3,0.26,19.5,27.7,0.702,15.2,30.5,45.7,25.8,8.8,6.2,17.5,24.9,103.5,1991,27
NA,"New York Knicks*",40.3,83.2,0.485,2.3,6.8,0.332,20.2,26.2,0.77,12.8,29.7,42.5,26.5,7.8,5.1,16.8,21.5,103.1,1991,27
NA,"New Jersey Nets",40.4,91,0.444,2,7.1,0.275,20.2,27.4,0.739,17.1,28.6,45.7,21.7,9.1,7.3,17.4,23.8,102.9,1991,27
NA,"Charlotte Hornets",40.1,85.8,0.467,1.6,5.1,0.314,21,27,0.779,12.5,26.8,39.4,24.6,9.3,3.7,15.7,23.7,102.8,1991,27
NA,"Miami Heat",40,87.1,0.459,1.7,5.7,0.302,20.1,28.1,0.715,15,28.1,43.1,23.2,9.2,4.7,18.9,25.4,101.8,1991,27
NA,"Cleveland Cavaliers",39.7,83.6,0.475,2,5.8,0.334,20.3,26.5,0.765,12.3,28.4,40.7,27.3,7.8,5.5,15.6,20.4,101.7,1991,27
NA,"Washington Bullets",41.3,88.6,0.466,0.7,3.5,0.194,18,24.7,0.729,14.3,29.1,43.5,25.4,7.2,5.7,16.6,23.5,101.4,1991,27
NA,"Detroit Pistons*",39,83.8,0.465,1.6,5.4,0.298,20.6,27,0.763,14.7,29.9,44.6,22.3,5.9,4.5,14.4,22.8,100.1,1991,27
NA,"Dallas Mavericks",39.6,84,0.471,2.4,7.3,0.322,18.4,24.2,0.761,12,28.8,40.8,22.2,7.1,4.8,14.5,22.4,99.9,1991,27
NA,"Minnesota Timberwolves",39.8,88.7,0.449,1.3,4.6,0.283,18.7,25.4,0.735,15.5,25.8,41.3,23,8.7,5.4,13,22.7,99.6,1991,27
NA,"Sacramento Kings",37.6,83.1,0.453,2.6,7,0.374,18.8,25.7,0.732,12.5,27,39.6,24.3,7.7,6.3,15.5,25.3,96.7,1991,27
NA,"League Average",41.4,87.2,0.474,2.3,7.1,0.32,21.3,27.9,0.765,14,29.3,43.3,24.7,8.6,5.3,16,23.2,106.3,1991,27
NA,"Golden State Warriors*",45.9,90.6,0.507,3.1,9.3,0.333,23.7,31.8,0.746,13.9,29,42.8,25.2,10.4,4.6,16.5,25,118.7,1992,27
NA,"Indiana Pacers*",42.7,86.3,0.494,4.1,11.5,0.354,22.8,28.8,0.79,13.2,31.3,44.5,29.2,8.6,4.8,17.1,26.1,112.2,1992,27
NA,"Phoenix Suns*",43.3,88,0.492,2.8,7.3,0.381,22.7,29.2,0.776,13.3,31.2,44.5,26.9,8.2,7.1,15.1,22.6,112.1,1992,27
NA,"Portland Trail Blazers*",42.4,89.7,0.473,4,11.5,0.344,22.7,30,0.754,15.8,31.1,46.9,25.2,9.2,5,16.2,24.2,111.4,1992,27
NA,"Chicago Bulls*",44.4,87.4,0.508,1.7,5.5,0.304,19.4,26,0.744,14.3,29.7,44,27.8,8.2,5.9,13.3,20.6,109.9,1992,27
NA,"Charlotte Hornets",44.1,92.3,0.477,1.4,4.5,0.317,20,26.4,0.755,14.2,28.9,43.1,27.9,10,3.8,15.5,22.2,109.5,1992,27
NA,"Cleveland Cavaliers*",41.8,85.7,0.488,3.1,8.6,0.357,22.2,27.5,0.805,12.7,29.9,42.6,27.6,7.5,7.6,13.1,19,108.9,1992,27
NA,"Utah Jazz*",41.2,83.7,0.492,1.9,5.6,0.345,23.9,30.4,0.788,13.4,31,44.4,26.7,8.7,5.5,15.4,21.3,108.3,1992,27
NA,"Boston Celtics*",43.2,87.8,0.492,1.3,4.4,0.306,18.9,23.4,0.808,13.4,31.5,44.9,25.3,7.8,5.9,14.2,20.6,106.6,1992,27
NA,"Seattle SuperSonics*",41.2,86.9,0.474,2.5,7.9,0.317,21.6,27.6,0.783,15.6,27.5,43.2,22.9,9.5,5.5,16.1,23.8,106.5,1992,27
NA,"Atlanta Hawks",42.6,91.2,0.467,2.6,8.2,0.313,18.5,25.3,0.731,15.7,30.5,46.2,25.9,9.7,3.9,15.3,21.6,106.2,1992,27
NA,"New Jersey Nets*",42.4,92.4,0.458,2.7,8.2,0.334,17.9,24.5,0.732,18.4,29.2,47.6,23.6,9,7.5,17,22.4,105.4,1992,27
NA,"Miami Heat*",39.7,86.1,0.461,3.1,9.2,0.342,22.4,28.4,0.79,14.5,28.9,43.3,21.3,8.2,4.5,16.8,22.2,105,1992,27
NA,"Milwaukee Bucks",40.5,88,0.46,4.5,12.3,0.369,19.5,25.7,0.759,15.8,26.5,42.3,24.6,10.5,3.9,16.5,23.2,105,1992,27
NA,"Sacramento Kings",40.8,87.7,0.466,2.9,8.2,0.353,19.7,26.4,0.747,12.9,28.7,41.6,23.9,8.9,7.5,16.6,21.5,104.3,1992,27
NA,"San Antonio Spurs*",41.2,86.5,0.476,1.4,4.9,0.292,20.1,27.4,0.736,15,31.1,46.1,24.5,8.9,7.4,16,21.9,104,1992,27
NA,"Los Angeles Clippers*",40.8,86.3,0.473,1.8,6.1,0.289,19.5,27.1,0.72,13.8,29.2,43,25,10,6.1,15.5,22.8,102.9,1992,27
NA,"Washington Bullets",41,89,0.461,1.8,6.5,0.272,18.5,23.9,0.778,13,28.6,41.6,24.5,8.7,5.1,15.3,22.6,102.4,1992,27
NA,"Houston Rockets",39.9,84.1,0.475,4,11.7,0.343,18.2,24.6,0.738,13.1,29.7,42.8,25.1,8,7,16.8,21.6,102,1992,27
NA,"Philadelphia 76ers",38.9,82.5,0.471,2.8,8.3,0.334,21.4,27.6,0.775,12.9,28.2,41.1,21.4,8.4,5.9,15.1,19.3,101.9,1992,27
